sampleid	processid
CARR_009_F10	CARR1844-23
CARR_009_F11	CARR1852-23
CARR_009_F12	CARR1860-23
CARR_009_F2	CARR1780-23
CARR_009_F3	CARR1788-23
CARR_009_F4	CARR1796-23
CARR_009_F5	CARR1804-23
CARR_009_F6	CARR1812-23
CARR_009_F7	CARR1820-23
CARR_009_F8	CARR1828-23
CARR_009_F9	CARR1836-23
CARR_009_G1	CARR1773-23
CARR_009_G10	CARR1845-23
CARR_009_G11	CARR1853-23
CARR_009_G12	CARR1861-23
CARR_009_G2	CARR1781-23
CARR_009_G3	CARR1789-23
CARR_009_G4	CARR1797-23
CARR_009_G5	CARR1805-23
CARR_009_G6	CARR1813-23
CARR_009_G7	CARR1821-23
CARR_009_G8	CARR1829-23
CARR_009_G9	CARR1837-23
CARR_009_H1	CARR1774-23
CARR_009_H10	CARR1846-23
CARR_009_H11	CARR1854-23
CARR_009_H2	CARR1782-23
CARR_009_H3	CARR1790-23
CARR_009_H4	CARR1798-23
CARR_009_H5	CARR1806-23
CARR_009_H6	CARR1814-23
CARR_009_H7	CARR1822-23
CARR_009_H8	CARR1830-23
CARR_009_H9	CARR1838-23
CARR_010_A1	CARR1862-23
CARR_010_A10	CARR1934-23
CARR_010_A11	CARR1942-23
CARR_010_A12	CARR1950-23
CARR_010_A2	CARR1870-23
CARR_010_A3	CARR1878-23
CARR_010_A4	CARR1886-23
CARR_010_A5	CARR1894-23
CARR_010_A6	CARR1902-23
CARR_010_A7	CARR1910-23
CARR_010_A8	CARR1918-23
CARR_010_A9	CARR1926-23
CARR_010_B1	CARR1863-23
CARR_010_B10	CARR1935-23
CARR_010_B11	CARR1943-23
CARR_010_B12	CARR1951-23
CARR_010_B2	CARR1871-23
CARR_010_B3	CARR1879-23
CARR_010_B4	CARR1887-23
CARR_010_B5	CARR1895-23
CARR_010_B6	CARR1903-23
CARR_010_B7	CARR1911-23
CARR_010_B8	CARR1919-23
CARR_010_B9	CARR1927-23
CARR_010_C1	CARR1864-23
CARR_010_C10	CARR1936-23
CARR_010_C11	CARR1944-23
CARR_010_C12	CARR1952-23
CARR_010_C2	CARR1872-23
CARR_010_C3	CARR1880-23
CARR_010_C4	CARR1888-23
CARR_010_C5	CARR1896-23
CARR_010_C6	CARR1904-23
CARR_010_C7	CARR1912-23
CARR_010_C8	CARR1920-23
CARR_010_C9	CARR1928-23
CARR_010_D1	CARR1865-23
CARR_010_D10	CARR1937-23
CARR_010_D11	CARR1945-23
CARR_010_D12	CARR1953-23
CARR_010_D2	CARR1873-23
CARR_010_D3	CARR1881-23
CARR_010_D4	CARR1889-23
CARR_010_D5	CARR1897-23
CARR_010_D6	CARR1905-23
CARR_010_D7	CARR1913-23
CARR_010_D8	CARR1921-23
CARR_010_D9	CARR1929-23
CARR_010_E1	CARR1866-23
CARR_010_E10	CARR1938-23
CARR_010_E11	CARR1946-23
CARR_010_E12	CARR1954-23
CARR_010_E2	CARR1874-23
CARR_010_E3	CARR1882-23
CARR_010_E4	CARR1890-23
CARR_010_E5	CARR1898-23
CARR_010_E6	CARR1906-23
CARR_010_E7	CARR1914-23
CARR_010_E8	CARR1922-23
CARR_010_E9	CARR1930-23
CARR_010_F1	CARR1867-23
CARR_010_F10	CARR1939-23
CARR_010_F11	CARR1947-23
CARR_010_F12	CARR1955-23
CARR_010_F2	CARR1875-23
CARR_010_F3	CARR1883-23
CARR_010_F4	CARR1891-23
CARR_010_F5	CARR1899-23
CARR_010_F6	CARR1907-23
CARR_010_F7	CARR1915-23
CARR_010_F8	CARR1923-23
CARR_010_F9	CARR1931-23
CARR_010_G1	CARR1868-23
CARR_010_G10	CARR1940-23
CARR_010_G11	CARR1948-23
CARR_010_G12	CARR1956-23
CARR_010_G2	CARR1876-23
CARR_010_G3	CARR1884-23
CARR_010_G4	CARR1892-23
CARR_010_G5	CARR1900-23
CARR_010_G6	CARR1908-23
CARR_010_G7	CARR1916-23
CARR_010_G8	CARR1924-23
CARR_010_G9	CARR1932-23
CARR_010_H1	CARR1869-23
CARR_010_H10	CARR1941-23
CARR_010_H11	CARR1949-23
CARR_010_H2	CARR1877-23
CARR_010_H3	CARR1885-23
CARR_010_H4	CARR1893-23
CARR_010_H5	CARR1901-23
CARR_010_H6	CARR1909-23
CARR_010_H7	CARR1917-23
CARR_010_H8	CARR1925-23
CARR_010_H9	CARR1933-23
CARR_011_A1	CARR1957-23
CARR_011_A10	CARR2029-23
CARR_011_A11	CARR2037-23
CARR_011_A12	CARR2045-23
CARR_011_A2	CARR1965-23
CARR_011_A3	CARR1973-23
CARR_011_A4	CARR1981-23
CARR_011_A5	CARR1989-23
CARR_011_A6	CARR1997-23
CARR_011_A7	CARR2005-23
CARR_011_A8	CARR2013-23
CARR_011_A9	CARR2021-23
CARR_011_B1	CARR1958-23
CARR_011_B10	CARR2030-23
CARR_011_B11	CARR2038-23
CARR_011_B12	CARR2046-23
CARR_011_B2	CARR1966-23
CARR_011_B3	CARR1974-23
CARR_011_B4	CARR1982-23
CARR_011_B5	CARR1990-23
CARR_011_B6	CARR1998-23
CARR_011_B7	CARR2006-23
CARR_011_B8	CARR2014-23
CARR_011_B9	CARR2022-23
CARR_011_C1	CARR1959-23
CARR_011_C10	CARR2031-23
CARR_011_C11	CARR2039-23
CARR_011_C12	CARR2047-23
CARR_011_C2	CARR1967-23
CARR_011_C3	CARR1975-23
CARR_011_C4	CARR1983-23
CARR_011_C5	CARR1991-23
CARR_011_C6	CARR1999-23
CARR_011_C7	CARR2007-23
CARR_011_C8	CARR2015-23
CARR_011_C9	CARR2023-23
CARR_011_D1	CARR1960-23
CARR_011_D10	CARR2032-23
CARR_011_D11	CARR2040-23
CARR_011_D12	CARR2048-23
CARR_011_D2	CARR1968-23
CARR_011_D3	CARR1976-23
CARR_011_D4	CARR1984-23
CARR_011_D5	CARR1992-23
CARR_011_D6	CARR2000-23
CARR_011_D7	CARR2008-23
CARR_011_D8	CARR2016-23
CARR_011_D9	CARR2024-23
CARR_011_E1	CARR1961-23
CARR_011_E10	CARR2033-23
CARR_011_E11	CARR2041-23
CARR_011_E12	CARR2049-23
CARR_011_E2	CARR1969-23
CARR_011_E3	CARR1977-23
CARR_011_E4	CARR1985-23
CARR_011_E5	CARR1993-23
CARR_011_E6	CARR2001-23
CARR_011_E7	CARR2009-23
CARR_011_E8	CARR2017-23
CARR_011_E9	CARR2025-23
CARR_011_F1	CARR1962-23
CARR_011_F10	CARR2034-23
CARR_011_F11	CARR2042-23
CARR_011_F12	CARR2050-23
CARR_011_F2	CARR1970-23
CARR_011_F3	CARR1978-23
CARR_011_F4	CARR1986-23
CARR_011_F5	CARR1994-23
CARR_011_F6	CARR2002-23
CARR_011_F7	CARR2010-23
CARR_011_F8	CARR2018-23
CARR_011_F9	CARR2026-23
CARR_011_G1	CARR1963-23
CARR_011_G10	CARR2035-23
CARR_011_G11	CARR2043-23
CARR_011_G12	CARR2051-23
CARR_011_G2	CARR1971-23
CARR_011_G3	CARR1979-23
CARR_011_G4	CARR1987-23
CARR_011_G5	CARR1995-23
CARR_011_G6	CARR2003-23
CARR_011_G7	CARR2011-23
CARR_011_G8	CARR2019-23
CARR_011_G9	CARR2027-23
CARR_011_H1	CARR1964-23
CARR_011_H10	CARR2036-23
CARR_011_H11	CARR2044-23
CARR_011_H2	CARR1972-23
CARR_011_H3	CARR1980-23
CARR_011_H4	CARR1988-23
CARR_011_H5	CARR1996-23
CARR_011_H6	CARR2004-23
CARR_011_H7	CARR2012-23
CARR_011_H8	CARR2020-23
CARR_011_H9	CARR2028-23
CARR_012_A1	CARR2052-23
CARR_012_A10	CARR2124-23
CARR_012_A11	CARR2132-23
CARR_012_A12	CARR2140-23
CARR_012_A2	CARR2060-23
CARR_012_A3	CARR2068-23
CARR_012_A4	CARR2076-23
CARR_012_A5	CARR2084-23
CARR_012_A6	CARR2092-23
CARR_012_A7	CARR2100-23
CARR_012_A8	CARR2108-23
CARR_012_A9	CARR2116-23
CARR_012_B1	CARR2053-23
CARR_012_B10	CARR2125-23
CARR_012_B11	CARR2133-23
CARR_012_B12	CARR2141-23
CARR_012_B2	CARR2061-23
CARR_012_B3	CARR2069-23
CARR_012_B4	CARR2077-23
CARR_012_B5	CARR2085-23
CARR_012_B6	CARR2093-23
CARR_012_B7	CARR2101-23
CARR_012_B8	CARR2109-23
CARR_012_B9	CARR2117-23
CARR_012_C1	CARR2054-23
CARR_012_C10	CARR2126-23
CARR_012_C11	CARR2134-23
CARR_012_C12	CARR2142-23
CARR_012_C2	CARR2062-23
CARR_012_C3	CARR2070-23
CARR_012_C4	CARR2078-23
CARR_012_C5	CARR2086-23
CARR_012_C6	CARR2094-23
CARR_012_C7	CARR2102-23
CARR_012_C8	CARR2110-23
CARR_012_C9	CARR2118-23
CARR_012_D1	CARR2055-23
CARR_012_D10	CARR2127-23
CARR_012_D11	CARR2135-23
CARR_012_D12	CARR2143-23
CARR_012_D2	CARR2063-23
CARR_012_D3	CARR2071-23
CARR_012_D4	CARR2079-23
CARR_012_D5	CARR2087-23
CARR_012_D6	CARR2095-23
CARR_012_D7	CARR2103-23
CARR_012_D8	CARR2111-23
CARR_012_D9	CARR2119-23
CARR_012_E1	CARR2056-23
CARR_012_E10	CARR2128-23
CARR_012_E11	CARR2136-23
CARR_012_E12	CARR2144-23
CARR_012_E2	CARR2064-23
CARR_012_E3	CARR2072-23
CARR_012_E4	CARR2080-23
CARR_012_E5	CARR2088-23
CARR_012_E6	CARR2096-23
CARR_012_E7	CARR2104-23
CARR_012_E8	CARR2112-23
CARR_012_E9	CARR2120-23
CARR_012_F1	CARR2057-23
CARR_012_F10	CARR2129-23
CARR_012_F11	CARR2137-23
CARR_012_F12	CARR2145-23
CARR_012_F2	CARR2065-23
CARR_012_F3	CARR2073-23
CARR_012_F4	CARR2081-23
CARR_012_F5	CARR2089-23
CARR_012_F6	CARR2097-23
CARR_012_F7	CARR2105-23
CARR_012_F8	CARR2113-23
CARR_012_F9	CARR2121-23
CARR_012_G1	CARR2058-23
CARR_012_G10	CARR2130-23
CARR_012_G11	CARR2138-23
CARR_012_G12	CARR2146-23
CARR_012_G2	CARR2066-23
CARR_012_G3	CARR2074-23
CARR_012_G4	CARR2082-23
CARR_012_G5	CARR2090-23
CARR_012_G6	CARR2098-23
CARR_012_G7	CARR2106-23
CARR_012_G8	CARR2114-23
CARR_012_G9	CARR2122-23
CARR_012_H1	CARR2059-23
CARR_012_H10	CARR2131-23
CARR_012_H11	CARR2139-23
CARR_012_H2	CARR2067-23
CARR_012_H3	CARR2075-23
CARR_012_H4	CARR2083-23
CARR_012_H5	CARR2091-23
CARR_012_H6	CARR2099-23
CARR_012_H7	CARR2107-23
CARR_012_H8	CARR2115-23
CARR_012_H9	CARR2123-23
CARR_013_A1	CARR2147-23
CARR_013_A10	CARR2219-23
CARR_013_A11	CARR2227-23
CARR_013_A12	CARR2235-23
CARR_013_A2	CARR2155-23
CARR_013_A3	CARR2163-23
CARR_013_A4	CARR2171-23
CARR_013_A5	CARR2179-23
CARR_013_A6	CARR2187-23
CARR_013_A7	CARR2195-23
CARR_013_A8	CARR2203-23
CARR_013_A9	CARR2211-23
CARR_013_B1	CARR2148-23
CARR_013_B10	CARR2220-23
CARR_013_B11	CARR2228-23
CARR_013_B12	CARR2236-23
CARR_013_B2	CARR2156-23
CARR_013_B3	CARR2164-23
CARR_013_B4	CARR2172-23
CARR_013_B5	CARR2180-23
CARR_013_B6	CARR2188-23
CARR_013_B7	CARR2196-23
CARR_013_B8	CARR2204-23
CARR_013_B9	CARR2212-23
CARR_013_C1	CARR2149-23
CARR_013_C10	CARR2221-23
CARR_013_C11	CARR2229-23
CARR_013_C12	CARR2237-23
CARR_013_C2	CARR2157-23
CARR_013_C3	CARR2165-23
CARR_013_C4	CARR2173-23
CARR_013_C5	CARR2181-23
CARR_013_C6	CARR2189-23
CARR_013_C7	CARR2197-23
CARR_013_C8	CARR2205-23
CARR_013_C9	CARR2213-23
CARR_013_D1	CARR2150-23
CARR_013_D10	CARR2222-23
CARR_013_D11	CARR2230-23
CARR_013_D12	CARR2238-23
CARR_013_D2	CARR2158-23
CARR_013_D3	CARR2166-23
CARR_013_D4	CARR2174-23
CARR_013_D5	CARR2182-23
CARR_013_D6	CARR2190-23
CARR_013_D7	CARR2198-23
CARR_013_D8	CARR2206-23
CARR_013_D9	CARR2214-23
CARR_013_E1	CARR2151-23
CARR_013_E10	CARR2223-23
CARR_013_E11	CARR2231-23
CARR_013_E12	CARR2239-23
CARR_013_E2	CARR2159-23
CARR_013_E3	CARR2167-23
CARR_013_E4	CARR2175-23
CARR_013_E5	CARR2183-23
CARR_013_E6	CARR2191-23
CARR_013_E7	CARR2199-23
CARR_013_E8	CARR2207-23
CARR_013_E9	CARR2215-23
CARR_013_F1	CARR2152-23
CARR_013_F10	CARR2224-23
CARR_013_F11	CARR2232-23
CARR_013_F12	CARR2240-23
CARR_013_F2	CARR2160-23
CARR_013_F3	CARR2168-23
CARR_013_F4	CARR2176-23
CARR_013_F5	CARR2184-23
CARR_013_F6	CARR2192-23
CARR_013_F7	CARR2200-23
CARR_013_F8	CARR2208-23
CARR_013_F9	CARR2216-23
CARR_013_G1	CARR2153-23
CARR_013_G10	CARR2225-23
CARR_013_G11	CARR2233-23
CARR_013_G12	CARR2241-23
CARR_013_G2	CARR2161-23
CARR_013_G3	CARR2169-23
CARR_013_G4	CARR2177-23
CARR_013_G5	CARR2185-23
CARR_013_G6	CARR2193-23
CARR_013_G7	CARR2201-23
CARR_013_G8	CARR2209-23
CARR_013_G9	CARR2217-23
CARR_013_H1	CARR2154-23
CARR_013_H10	CARR2226-23
CARR_013_H11	CARR2234-23
CARR_013_H2	CARR2162-23
CARR_013_H3	CARR2170-23
CARR_013_H4	CARR2178-23
CARR_013_H5	CARR2186-23
CARR_013_H6	CARR2194-23
CARR_013_H7	CARR2202-23
CARR_013_H8	CARR2210-23
CARR_013_H9	CARR2218-23
CARR_014_A1	CARR2242-23
CARR_014_A10	CARR2314-23
CARR_014_A11	CARR2322-23
CARR_014_A12	CARR2330-23
CARR_014_A2	CARR2250-23
CARR_014_A3	CARR2258-23
CARR_014_A4	CARR2266-23
CARR_014_A5	CARR2274-23
CARR_014_A6	CARR2282-23
CARR_014_A7	CARR2290-23
CARR_014_A8	CARR2298-23
CARR_014_A9	CARR2306-23
CARR_014_B1	CARR2243-23
CARR_014_B10	CARR2315-23
CARR_014_B11	CARR2323-23
CARR_014_B12	CARR2331-23
CARR_014_B2	CARR2251-23
CARR_014_B3	CARR2259-23
CARR_014_B4	CARR2267-23
CARR_014_B5	CARR2275-23
CARR_014_B6	CARR2283-23
CARR_014_B7	CARR2291-23
CARR_014_B8	CARR2299-23
CARR_014_B9	CARR2307-23
CARR_014_C1	CARR2244-23
CARR_014_C10	CARR2316-23
CARR_014_C11	CARR2324-23
CARR_014_C12	CARR2332-23
CARR_014_C2	CARR2252-23
CARR_014_C3	CARR2260-23
CARR_014_C4	CARR2268-23
CARR_014_C5	CARR2276-23
CARR_014_C6	CARR2284-23
CARR_014_C7	CARR2292-23
CARR_014_C8	CARR2300-23
CARR_014_C9	CARR2308-23
CARR_014_D1	CARR2245-23
CARR_014_D10	CARR2317-23
CARR_014_D11	CARR2325-23
CARR_014_D12	CARR2333-23
CARR_014_D2	CARR2253-23
CARR_014_D3	CARR2261-23
CARR_014_D4	CARR2269-23
CARR_014_D5	CARR2277-23
CARR_014_D6	CARR2285-23
CARR_014_D7	CARR2293-23
CARR_014_D8	CARR2301-23
CARR_014_D9	CARR2309-23
CARR_014_E1	CARR2246-23
CARR_014_E10	CARR2318-23
CARR_014_E11	CARR2326-23
CARR_014_E12	CARR2334-23
CARR_014_E2	CARR2254-23
CARR_014_E3	CARR2262-23
CARR_014_E4	CARR2270-23
CARR_014_E5	CARR2278-23
CARR_014_E6	CARR2286-23
CARR_014_E7	CARR2294-23
CARR_014_E8	CARR2302-23
CARR_014_E9	CARR2310-23
CARR_014_F1	CARR2247-23
CARR_014_F10	CARR2319-23
CARR_014_F11	CARR2327-23
CARR_014_F12	CARR2335-23
CARR_014_F2	CARR2255-23
CARR_014_F3	CARR2263-23
CARR_014_F4	CARR2271-23
CARR_014_F5	CARR2279-23
CARR_014_F6	CARR2287-23
CARR_014_F7	CARR2295-23
CARR_014_F8	CARR2303-23
CARR_014_F9	CARR2311-23
CARR_014_G1	CARR2248-23
CARR_014_G10	CARR2320-23
CARR_014_G11	CARR2328-23
CARR_014_G12	CARR2336-23
CARR_014_G2	CARR2256-23
CARR_014_G3	CARR2264-23
CARR_014_G4	CARR2272-23
CARR_014_G5	CARR2280-23
CARR_014_G6	CARR2288-23
CARR_014_G7	CARR2296-23
CARR_014_G8	CARR2304-23
CARR_014_G9	CARR2312-23
CARR_014_H1	CARR2249-23
CARR_014_H10	CARR2321-23
CARR_014_H11	CARR2329-23
CARR_014_H2	CARR2257-23
CARR_014_H3	CARR2265-23
CARR_014_H4	CARR2273-23
CARR_014_H5	CARR2281-23
CARR_014_H6	CARR2289-23
CARR_014_H7	CARR2297-23
CARR_014_H8	CARR2305-23
CARR_014_H9	CARR2313-23
CARR_015_A1	CARR2337-23
CARR_015_A10	CARR2409-23
CARR_015_A11	CARR2417-23
CARR_015_A12	CARR2425-23
CARR_015_A2	CARR2345-23
CARR_015_A3	CARR2353-23
CARR_015_A4	CARR2361-23
CARR_015_A5	CARR2369-23
CARR_015_A6	CARR2377-23
CARR_015_A7	CARR2385-23
CARR_015_A8	CARR2393-23
CARR_015_A9	CARR2401-23
CARR_015_B1	CARR2338-23
CARR_015_B10	CARR2410-23
CARR_015_B11	CARR2418-23
CARR_015_B12	CARR2426-23
CARR_015_B2	CARR2346-23
CARR_015_B3	CARR2354-23
CARR_015_B4	CARR2362-23
CARR_015_B5	CARR2370-23
CARR_015_B6	CARR2378-23
CARR_015_B7	CARR2386-23
CARR_015_B8	CARR2394-23
CARR_015_B9	CARR2402-23
CARR_015_C1	CARR2339-23
CARR_015_C10	CARR2411-23
CARR_015_C11	CARR2419-23
CARR_015_C12	CARR2427-23
CARR_015_C2	CARR2347-23
CARR_015_C3	CARR2355-23
CARR_015_C4	CARR2363-23
CARR_015_C5	CARR2371-23
CARR_015_C6	CARR2379-23
CARR_015_C7	CARR2387-23
CARR_015_C8	CARR2395-23
CARR_015_C9	CARR2403-23
CARR_015_D1	CARR2340-23
CARR_015_D10	CARR2412-23
CARR_015_D11	CARR2420-23
CARR_015_D12	CARR2428-23
CARR_015_D2	CARR2348-23
CARR_015_D3	CARR2356-23
CARR_015_D4	CARR2364-23
CARR_015_D5	CARR2372-23
CARR_015_D6	CARR2380-23
CARR_015_D7	CARR2388-23
CARR_015_D8	CARR2396-23
CARR_015_D9	CARR2404-23
CARR_015_E1	CARR2341-23
CARR_015_E10	CARR2413-23
CARR_015_E11	CARR2421-23
CARR_015_E12	CARR2429-23
CARR_015_E2	CARR2349-23
CARR_015_E3	CARR2357-23
CARR_015_E4	CARR2365-23
CARR_015_E5	CARR2373-23
CARR_015_E6	CARR2381-23
CARR_015_E7	CARR2389-23
CARR_015_E8	CARR2397-23
CARR_015_E9	CARR2405-23
CARR_015_F1	CARR2342-23
CARR_015_F10	CARR2414-23
CARR_015_F11	CARR2422-23
CARR_015_F12	CARR2430-23
CARR_015_F2	CARR2350-23
CARR_015_F3	CARR2358-23
CARR_015_F4	CARR2366-23
CARR_015_F5	CARR2374-23
CARR_015_F6	CARR2382-23
CARR_015_F7	CARR2390-23
CARR_015_F8	CARR2398-23
CARR_015_F9	CARR2406-23
CARR_015_G1	CARR2343-23
CARR_015_G10	CARR2415-23
CARR_015_G11	CARR2423-23
CARR_015_G12	CARR2431-23
CARR_015_G2	CARR2351-23
CARR_015_G3	CARR2359-23
CARR_015_G4	CARR2367-23
CARR_015_G5	CARR2375-23
CARR_015_G6	CARR2383-23
CARR_015_G7	CARR2391-23
CARR_015_G8	CARR2399-23
CARR_015_G9	CARR2407-23
CARR_015_H1	CARR2344-23
CARR_015_H10	CARR2416-23
CARR_015_H11	CARR2424-23
CARR_015_H2	CARR2352-23
CARR_015_H3	CARR2360-23
CARR_015_H4	CARR2368-23
CARR_015_H5	CARR2376-23
CARR_015_H6	CARR2384-23
CARR_015_H7	CARR2392-23
CARR_015_H8	CARR2400-23
CARR_015_H9	CARR2408-23
FACE_001_A1	FACE001-23
FACE_001_A10	FACE1010-23
FACE_001_A11	FACE1098-23
FACE_001_A12	FACE1184-23
FACE_001_A2	FACE1097-23
FACE_001_A3	FACE407-23
FACE_001_A4	FACE494-23
FACE_001_A5	FACE581-23
FACE_001_A6	FACE668-23
FACE_001_A7	FACE746-23
FACE_001_A8	FACE835-23
FACE_001_A9	FACE922-23
FACE_001_B1	FACE002-23
FACE_001_B10	FACE1021-23
FACE_001_B11	FACE1109-23
FACE_001_B12	FACE1195-23
FACE_001_B2	FACE1206-23
FACE_001_B3	FACE418-23
FACE_001_B4	FACE505-23
FACE_001_B5	FACE592-23
FACE_001_B6	FACE679-23
FACE_001_B7	FACE757-23
FACE_001_B8	FACE846-23
FACE_001_B9	FACE933-23
FACE_001_C1	FACE449-23
FACE_001_C10	FACE1032-23
FACE_001_C11	FACE1120-23
FACE_001_C12	FACE1207-23
FACE_001_C2	FACE003-23
FACE_001_C3	FACE429-23
FACE_001_C4	FACE516-23
FACE_001_C5	FACE603-23
FACE_001_C6	FACE690-23
FACE_001_C7	FACE769-23
FACE_001_C8	FACE855-23
FACE_001_C9	FACE944-23
FACE_001_D1	FACE558-23
FACE_001_D10	FACE1043-23
FACE_001_D11	FACE1131-23
FACE_001_D12	FACE1218-23
FACE_001_D2	FACE112-23
FACE_001_D3	FACE440-23
FACE_001_D4	FACE527-23
FACE_001_D5	FACE614-23
FACE_001_D6	FACE701-23
FACE_001_D7	FACE780-23
FACE_001_D8	FACE866-23
FACE_001_D9	FACE955-23
FACE_001_E1	FACE667-23
FACE_001_E10	FACE1054-23
FACE_001_E11	FACE1142-23
FACE_001_E12	FACE1229-23
FACE_001_E2	FACE221-23
FACE_001_E3	FACE450-23
FACE_001_E4	FACE538-23
FACE_001_E5	FACE625-23
FACE_001_E6	FACE712-23
FACE_001_E7	FACE791-23
FACE_001_E8	FACE878-23
FACE_001_E9	FACE965-23
FACE_001_F1	FACE768-23
FACE_001_F10	FACE1064-23
FACE_001_F11	FACE1153-23
FACE_001_F12	FACE1240-23
FACE_001_F2	FACE331-23
FACE_001_F3	FACE461-23
FACE_001_F4	FACE547-23
FACE_001_F5	FACE636-23
FACE_001_F6	FACE723-23
FACE_001_F7	FACE802-23
FACE_001_F8	FACE889-23
FACE_001_F9	FACE976-23
FACE_001_G1	FACE877-23
FACE_001_G10	FACE1075-23
FACE_001_G11	FACE1164-23
FACE_001_G2	FACE385-23
FACE_001_G3	FACE472-23
FACE_001_G4	FACE559-23
FACE_001_G5	FACE647-23
FACE_001_G6	FACE734-23
FACE_001_G7	FACE813-23
FACE_001_G8	FACE900-23
FACE_001_G9	FACE988-23
FACE_001_H1	FACE987-23
FACE_001_H10	FACE1086-23
FACE_001_H11	FACE1173-23
FACE_001_H2	FACE396-23
FACE_001_H3	FACE483-23
FACE_001_H4	FACE570-23
FACE_001_H5	FACE656-23
FACE_001_H6	FACE745-23
FACE_001_H7	FACE824-23
FACE_001_H8	FACE911-23
FACE_001_H9	FACE999-23
FACE_002_A1	FACE1270-23
FACE_002_A10	FACE416-23
FACE_002_A11	FACE425-23
FACE_002_A12	FACE434-23
FACE_002_A2	FACE048-23
FACE_002_A3	FACE135-23
FACE_002_A4	FACE222-23
FACE_002_A5	FACE309-23
FACE_002_A6	FACE381-23
FACE_002_A7	FACE390-23
FACE_002_A8	FACE399-23
FACE_002_A9	FACE408-23
FACE_002_B1	FACE1281-23
FACE_002_B10	FACE417-23
FACE_002_B11	FACE426-23
FACE_002_B12	FACE435-23
FACE_002_B2	FACE059-23
FACE_002_B3	FACE146-23
FACE_002_B4	FACE233-23
FACE_002_B5	FACE320-23
FACE_002_B6	FACE382-23
FACE_002_B7	FACE391-23
FACE_002_B8	FACE400-23
FACE_002_B9	FACE409-23
FACE_002_C1	FACE1292-23
FACE_002_C10	FACE419-23
FACE_002_C11	FACE427-23
FACE_002_C12	FACE436-23
FACE_002_C2	FACE068-23
FACE_002_C3	FACE157-23
FACE_002_C4	FACE244-23
FACE_002_C5	FACE332-23
FACE_002_C6	FACE383-23
FACE_002_C7	FACE392-23
FACE_002_C8	FACE401-23
FACE_002_C9	FACE410-23
FACE_002_D1	FACE1303-23
FACE_002_D10	FACE420-23
FACE_002_D11	FACE428-23
FACE_002_D12	FACE437-23
FACE_002_D2	FACE079-23
FACE_002_D3	FACE168-23
FACE_002_D4	FACE255-23
FACE_002_D5	FACE343-23
FACE_002_D6	FACE384-23
FACE_002_D7	FACE393-23
FACE_002_D8	FACE402-23
FACE_002_D9	FACE411-23
FACE_002_E1	FACE004-23
FACE_002_E10	FACE421-23
FACE_002_E11	FACE430-23
FACE_002_E12	FACE438-23
FACE_002_E2	FACE090-23
FACE_002_E3	FACE177-23
FACE_002_E4	FACE266-23
FACE_002_E5	FACE354-23
FACE_002_E6	FACE386-23
FACE_002_E7	FACE394-23
FACE_002_E8	FACE403-23
FACE_002_E9	FACE412-23
FACE_002_F1	FACE015-23
FACE_002_F10	FACE422-23
FACE_002_F11	FACE431-23
FACE_002_F12	FACE439-23
FACE_002_F2	FACE101-23
FACE_002_F3	FACE188-23
FACE_002_F4	FACE276-23
FACE_002_F5	FACE365-23
FACE_002_F6	FACE387-23
FACE_002_F7	FACE395-23
FACE_002_F8	FACE404-23
FACE_002_F9	FACE413-23
FACE_002_G1	FACE026-23
FACE_002_G10	FACE423-23
FACE_002_G11	FACE432-23
FACE_002_G2	FACE113-23
FACE_002_G3	FACE199-23
FACE_002_G4	FACE287-23
FACE_002_G5	FACE376-23
FACE_002_G6	FACE388-23
FACE_002_G7	FACE397-23
FACE_002_G8	FACE405-23
FACE_002_G9	FACE414-23
FACE_002_H1	FACE037-23
FACE_002_H10	FACE424-23
FACE_002_H11	FACE433-23
FACE_002_H2	FACE124-23
FACE_002_H3	FACE210-23
FACE_002_H4	FACE298-23
FACE_002_H5	FACE380-23
FACE_002_H6	FACE389-23
FACE_002_H7	FACE398-23
FACE_002_H8	FACE406-23
FACE_002_H9	FACE415-23
FACE_003_A1	FACE441-23
FACE_003_A10	FACE521-23
FACE_003_A11	FACE530-23
FACE_003_A12	FACE539-23
FACE_003_A2	FACE451-23
FACE_003_A3	FACE459-23
FACE_003_A4	FACE468-23
FACE_003_A5	FACE477-23
FACE_003_A6	FACE486-23
FACE_003_A7	FACE495-23
FACE_003_A8	FACE503-23
FACE_003_A9	FACE512-23
FACE_003_B1	FACE442-23
FACE_003_B10	FACE522-23
FACE_003_B11	FACE531-23
FACE_003_B12	FACE540-23
FACE_003_B2	FACE452-23
FACE_003_B3	FACE460-23
FACE_003_B4	FACE469-23
FACE_003_B5	FACE478-23
FACE_003_B6	FACE487-23
FACE_003_B7	FACE496-23
FACE_003_B8	FACE504-23
FACE_003_B9	FACE513-23
FACE_003_C1	FACE443-23
FACE_003_C10	FACE523-23
FACE_003_C11	FACE532-23
FACE_003_C12	FACE541-23
FACE_003_C2	FACE453-23
FACE_003_C3	FACE462-23
FACE_003_C4	FACE470-23
FACE_003_C5	FACE479-23
FACE_003_C6	FACE488-23
FACE_003_C7	FACE497-23
FACE_003_C8	FACE506-23
FACE_003_C9	FACE514-23
FACE_003_D1	FACE444-23
FACE_003_D10	FACE524-23
FACE_003_D11	FACE533-23
FACE_003_D12	FACE542-23
FACE_003_D2	FACE454-23
FACE_003_D3	FACE463-23
FACE_003_D4	FACE471-23
